StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q33,Q1-1,Q1-2,Q2-2-a_1,Q28_1,Q31_First Click,Q31_Last Click,Q31_Page Submit,Q31_Click Count,Q2-3,Q2-4-1,Q2-4-2_10,Q2-4-2_11,Q2-4-2_12,Q2-4-2_13,Q2-4-2_14,Q2-4-2_15,Q2-4-2_16,Q2-4-3_1,Q2-4-3_2,Q2-4-3_13,Q2-4-3_3,Q2-4-3_4,Q2-4-3_5,Q2-4-3_6,Q21_First Click,Q21_Last Click,Q21_Page Submit,Q21_Click Count,Q30_First Click,Q30_Last Click,Q30_Page Submit,Q30_Click Count,Q32_First Click,Q32_Last Click,Q32_Page Submit,Q32_Click Count,Q4-1-1,Q4-1-2,Q4-1-3_1,Q4-1-3_2,Q4-1-3_13,Q4-1-3_3,Q4-1-3_4,Q4-1-3_5,Q4-1-3_6,Q26_10,Q26_11,Q26_12,Q26_13,Q26_14,Q26_15,Q26_16,Q27_1,Q27_2,Q27_13,Q27_3,Q27_4,Q27_5,Q27_6,Q27_14,Q27_15,Q27_16,Q27_17,Q27_18,Q27_19,Q27_20,Q4-1-4_7,Q4-2-1,Q4-2-2,Q2-1-1,Q2-1-1_4_TEXT,Q2-1-2,Q2-1-2_3_TEXT,Q2-1-3,intent,Group,solutionOneEmpty,solutionTwoEmpty,solutionThreeEmpty,solutionFourEmpty,solutionFiveEmpty,solutionSixEmpty,solutionSevenEmpty,newSolutionOneEmpty,newSolutionTwoEmpty,newSolutionThreeEmpty,newSolutionFourEmpty,newSolutionFiveEmpty,newSolutionSixEmpty,newSolutionSevenEmpty
2021-08-21 16:10:01,2021-08-21 16:23:16,IP Address,85.221.150.243,100,795,True,2021-08-21 16:23:17,R_6sNGbKpfXYu3QJP,,,,,52.404998779296875,16.935302734375,anonymous,EN,5f59220e0039b012971bba0f,Yes,,2,,49.649,156.522,158.179,5,"I did not agree with the expenses. I didn't have enough money to pay my bills
",Yes,"giving the works
","keep going
","Spending time with my girlfriend
","loan
",theft,,,9,10,10,6,1,,,,,,,0,0,0.957,0,1.505,95.697,96.365,11,"no money for bills
",No,9,10,10,5,1,,,,,,,,,,,,,,,,,,,,,,,,3,No,Never,I am,20,Male,,Secondary education (e.g. GED/GCSE),yes,IChing,false,false,false,false,false,,,,,,,,,
2021-08-21 16:15:40,2021-08-21 16:23:54,IP Address,95.93.111.73,100,493,True,2021-08-21 16:23:55,R_ZErOquQGLTO0NQl,,,,,39.601806640625,-8.410400390625,anonymous,EN,61169b04e2a76a947d952920,Yes,,3,,5.101,68.565,69.259,3,"Just broke up with my gilfriend a couple weeks ago, and it sucks because there wasn't nothing wrong, just the timming of everything",Yes,Try to get back with her,Move on and start seeing other people,Just wait and hope everything works itself out,,,,,4,3,8,,,,,0,0,183.626,0,,,,,5.547,6.382,74.654,2,"Me and my girlfriend broke up and I'm not doing great. This has been on  i mind for the last two weeks, unfortunately, those 3 minutes didn't really make anything clearer",No,5,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,I am,21,Male,,High school diploma/A-levels,yes,Control,false,false,false,,,,,,,,,,,
2021-08-21 16:15:26,2021-08-21 16:24:10,IP Address,151.210.230.187,100,523,True,2021-08-21 16:24:10,R_3FLPlBgdYdy282e,,,,,-36.8506011962890625,174.767913818359375,anonymous,EN,6120906a5076daf5680bbfb7,Yes,,,5,7.146,91.301,95.984,5,"My supervisor and I have had differing opinions on how situations should be dealt with. The situations apply to the discovery and rectification of faults. I work in aviation, and these can be quite serious faults in the structure. ",Yes,"Raising work orders, forcing the rectification. ",Approaching my supervisors boss about the issues,"Ignoring the issues. If it’s not recorded, it’s not there. ",,,,,3,6,1,,,,,,,,,0,0,2.433,0,6.419,126.845,128.762,8,"I find faults on aircraft that tend to annoy my supervisor. It seems that he doesn’t want to do anything. I feel that these issues should be rectified. Approaching my supervisors boss will be a likely solution. ",Yes,,,,,,,,"Approaching my supervisors boss about the issues. ",,,,,,,4,6,1,,,,,6,,,,,,,5,Yes,More than 10 times,I am,28,Male,,Technical/community college,no,IChing,false,false,false,,,,,false,,,,,,
2021-08-21 16:13:19,2021-08-21 16:24:26,IP Address,176.115.244.236,100,667,True,2021-08-21 16:24:27,R_2zI5r1z8j2GfFw2,,,,,49.947601318359375,20.6045989990234375,anonymous,EN,5e2720de173db496168318c6,Yes,,2,,11.344,159.86,162.497,5,"I have a big problem with postponing everything. At this point, despite the lapse of 2 months from the end of classes in the current semester at the university, I still have not submitted one project, so I do not have a grade for classes.",Yes,The first option is to get on with it immediately and get it over with,The second option is to wait for someone else in the group to finish it,,,,,,5,8,,,,,,96.713,117.108,181.6,2,,,,,87.674,101.515,102.376,3,My problem is postponing a project for studies that I should have done a long time ago. This project is done in a group and I am under the illusion that someone will do it instead of me instead of doing the work myself and having it done.,No,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,I am,23,Male,,Undergraduate degree (BA/BSc/other),yes,Control,false,false,,,,,,,,,,,,
2021-08-21 16:16:58,2021-08-21 16:24:31,IP Address,172.58.56.159,100,452,True,2021-08-21 16:24:31,R_3hEz6AKyNpdu5Nj,,,,,35.4662017822265625,-97.5167999267578125,anonymous,EN,611fc29de940cc07fbe29a06,Yes,,,5,3.866,97.811,98.87,4,A while back my fiance had a friend stay with us for a week and was adamant on her sharing our bed so we had to us time then she tried convincing him he needed to have a poly relationship i didnt need which caused us a huge fight then recently learned that she tried to kiss him while i was not home and at work.,No,,,,,,,,,,,,,,,,,,,0,0,91.695,0,5.339,116.267,117.136,4,My fiance had his female friend stay with us for a week and forced me to accept her sleeping in our bed then was convinced by her that we need to go poly and that she tried kissing him. Reading that did make me about it over and helped calm my mind for a second because this too can pass but i feel like i cannot move past this or other things he has done in the past until i have the truth.,Yes,,,,,,,,Start laying out the details and making sure it all has no holes.,"Talking calmly about it with either him or a psychiatrist. ",Let it go and move on.,,,,,,,,,,,,6,8,3,,,,,5,Yes,Never,I am,22,Female,,High school diploma/A-levels,no,IChing,,,,,,,,false,false,false,,,,
2021-08-21 16:16:42,2021-08-21 16:24:53,IP Address,37.188.251.110,100,490,True,2021-08-21 16:24:53,R_3dE2zhWfZjyVqDx,,,,,50.0883026123046875,14.4123992919921875,anonymous,EN,61111aa45550ee417ad80007,Yes,,3,,4.2,77.5,79.129,6,Allowing people be in my life that constantly hurt me,Yes,Vocalise my issue with their behaviour,Set up boundaries,Cut them from my life,,,,,4,7,8,,,,,,,,,0,0,68.828,0,21.697,65.068,65.823,7,I Will miss those friendships that will end,No,5,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,4,Yes,Never,I am,24,Female,,Undergraduate degree (BA/BSc/other),yes,IChing,false,false,false,,,,,,,,,,,
2021-08-21 16:16:16,2021-08-21 16:24:54,IP Address,93.156.48.113,100,517,True,2021-08-21 16:24:54,R_31Nswic9GeYIpNY,,,,,43.5381011962890625,-5.660400390625,anonymous,EN,6101ad28ff772595da83d9d6,Yes,,4,,7.235,8.234,70.876,2,"My family want to sell the grandma's old house and I don't want it. It is my safeplace, my favourite place in world and I cannot imagine how will be my future without the house. Is killing myself thinking about that.",Yes,Try to convince my father and uncles.,Spend a lot of money in the lottery.,Kill the eldest uncle because he's the only who really wants to sell.,Ignore the problem.,,,,8,5,1,9,,,,,,,,51.363,89.42,110.373,2,5.888,9.808,86.041,4,"The lovely house of my grandma is going to be selled by my eldest uncle. This house is the life for me and I can not imagine my life without it. It reminds me my granny and the beautiful afternoons with her. ",No,6,7,4,6,,,,,,,,,,,,,,,,,,,,,,,,,2,No,More than 10 times,I am,38,Female,,Graduate degree (MA/MSc/MPhil/other),yes,IChing,false,false,false,false,,,,,,,,,,
2021-08-21 16:22:42,2021-08-21 16:24:55,IP Address,108.199.249.245,100,133,True,2021-08-21 16:24:56,R_2cCwVbiXdaChwiI,,,,,32.765106201171875,-117.12760162353515625,anonymous,EN,6110d89fa9075a1aefe743fa,Yes,,,5,1.182,6.204,7.056,4,"relationship ",Yes,"leave ",talk it out,"talk to a therapist ",,,,,3,5,4,,,,,,,,,0,0,1.949,0,3.909,11.453,12.015,4,"not as big of a deal as i make it ",No,2,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,4,Yes,1-10 times,I am,21,Female,,Undergraduate degree (BA/BSc/other),no,IChing,false,false,false,,,,,,,,,,,
2021-08-21 16:14:45,2021-08-21 16:25:06,IP Address,41.162.71.202,100,621,True,2021-08-21 16:25:07,R_1Pb1Yv9tW9n1qSo,,,,,-29.8556060791015625,31.0449066162109375,anonymous,EN,6120a87dd60cafa443c567a6,Yes,,5,,1.604,58.532,59.499,5,I have problem with overthinking  every negative thing that has happened in my life.,No,,,,,,,,,,,,,,,2.999,45.273,181.721,3,,,,,7.324,54.108,56.599,3,"I overthink every bad thing that has happened in the past and also feel bad when i made someone feel bad about himself ",Yes,,,,,,,,Try and focus on positive things about my past,Go to the mental health hospital and seek help,"Keep my self busy and try to control my thoughts ",,,,,,,,,,,,6,10,9,,,,,5,,,I am,20,Male,,Undergraduate degree (BA/BSc/other),yes,Control,,,,,,,,false,false,false,,,,
2021-08-21 16:17:04,2021-08-21 16:25:07,IP Address,189.216.29.239,100,482,True,2021-08-21 16:25:07,R_2w1xKxGGW1pGjls,,,,,32.6327972412109375,-115.31659698486328125,anonymous,EN,5cc86bb2e7d28d001962ddf4,Yes,,4,,2.458,104.898,105.895,7,"I have problems with my wife, we discussed a lot",Yes,go to couples therapy,"get a face-to-face job, I work from home",that she starts attending face-to-face classes,,,,,10,7,7,,,,,,,,,0,0,90.907,0,63.001,64.356,64.968,2,I have problems with my wife for being at home a lot,No,10,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,No,Never,I am,26,Male,,Technical/community college,yes,IChing,false,false,false,,,,,,,,,,,
2021-08-21 16:13:11,2021-08-21 16:25:07,IP Address,175.36.15.194,100,715,True,2021-08-21 16:25:07,R_2VHL2VJ3WYbznf8,,,,,-27.4678955078125,153.032501220703125,anonymous,EN,611f24a78bf46b4ae73a4c71,Yes,,,3,3.525,83.61,92.935,5,My hours have been cut at my work and I am not eligible for any government welfare assistance. I need to find a way to earn more money fast (and cut down on current spending) as it's unlikely I will be able to return to my normal hours anytime soon.,Yes,Register for paid survey sites e.g. Prolific,Find a completely new job,Dip in to my savings,Register for online flexible work,,,,5,6,5,8,,,,0,0,182.834,0,,,,,2.168,97.377,99.125,2,My hours at work have been cut which puts me in a financially strained position. In the last few minutes I also considered re-starting my Fiverr account and selling my writing and content creation skills. I remembered this cut hours is also an opportunity to get on top of my studies and a break from a toxic work environment.,Yes,,,,,,,,Re-activate my Fiverr account for writing and content creation,,,,,,,5,4,3,7,,,,7,,,,,,,3,,,I am,26,Female,,Undergraduate degree (BA/BSc/other),no,Control,false,false,false,false,,,,false,,,,,,
2021-08-21 16:17:35,2021-08-21 16:25:14,IP Address,174.78.11.118,100,459,True,2021-08-21 16:25:15,R_3FVbLW2OTqGxdMW,,,,,32.720306396484375,-117.1551971435546875,anonymous,EN,6118123759a974e78f716215,Yes,,,3,2.581,13.953,42.424,3,"I like the company of my current friend group, but we find we do not have a ton in common.",Yes,Branching out to new groups/people,,,,,,,8,,,,,,,0,0,181.782,0,,,,,3.657,60.947,62.679,4,"I do not feel especially close to my friends, but I could try to learn more about my friends interests and even maybe introduce them to a few of mine.",Yes,,,,,,,,I could try to learn more about them,I could introduce them to my interests,joining clubs/groups,reaching out to classmates,,,,7,,,,,,,9,7,9,8,,,,4,,,I am,20,Male,,High school diploma/A-levels,no,Control,false,,,,,,,false,false,false,false,,,
2021-08-21 16:17:08,2021-08-21 16:25:35,IP Address,100.35.79.115,100,506,True,2021-08-21 16:25:35,R_1jANQTHJrZ2H6Tz,,,,,40.6793060302734375,-74.557403564453125,anonymous,EN,611fd6703510f939c97b7533,Yes,,,4,1.664,27.422,28.627,2,"I want to heal my relationship with food, while also practicing a healthy lifestyle and lose weight.",Yes,"I start by healing my relationship with food, the focus on exercise and other life choices.","I start with exercise while eating whatever I want, and then address my food related issues.",I do nothing and continue living unhappy.,I try to do both at once and develop more health based anxiety and unhealthy food relationship.,,,,8,6,1,1,,,,0,0,184.14,0,,,,,4.678,34.186,34.65,3,I want to change my current lifestyle to one that is healthier while also being sustainable.,Yes,,,,,,,,I work on my mental health to try and get to the root of my issues that add to my unhealthy lifestyle.,"I try and heal mentally before healing physically. ",,,,,,6,5,1,1,,,,8,8,,,,,,5,,,I am,24,Female,,Undergraduate degree (BA/BSc/other),no,Control,false,false,false,false,,,,false,false,,,,,
2021-08-21 16:13:06,2021-08-21 16:25:37,IP Address,67.187.197.98,100,750,True,2021-08-21 16:25:38,R_27UPqsGozuhN3cu,,,,,38.5879058837890625,-121.405303955078125,anonymous,EN,6110cbb399ad13e5584f63dd,Yes,,5,,7.993,78.851,80.265,4,I am trying to decide if I should move to another state with my current roommate in a couple years or if I should go sooner by myself.,Yes,Wait two years for her to be done with school and then move together.,"Save as much as I can now and move as soon as I have enough money. ",Move in with my friends in that state now and move out when I have enough money.,Find someone else to move there with.,,,,7,8,5,8,,,,,,,,0,0,104.959,0,10.431,48.515,49.424,4,My problem is still whether or not I should move with or without my current roomate.,Yes,,,,,,,,Waiting for two years to move with her would be the most financially sound decision.,,,,,,,9,6,4,2,,,,9,,,,,,,4,Yes,More than 10 times,I am,21,Female,,Technical/community college,yes,IChing,false,false,false,false,,,,false,,,,,,
2021-08-21 16:15:59,2021-08-21 16:25:46,IP Address,102.252.65.104,100,586,True,2021-08-21 16:25:46,R_Df7vDBVjOpGdoch,,,,,-25.7599029541015625,28.260406494140625,anonymous,EN,611106b2c992c0b9b749a1d4,Yes,,,5,4.324,23.083,25.713,2,Porn addiction,Yes,watching other entertainment such as YouTube,Finding a job,Reading more,,,,,8,7,9,,,,,,,,,84.134,86.558,88.229,6,9.001,58.045,63.052,4,I watch too much pornographic content lately,Yes,,,,,,,,Free my mind from thinking about pornography,Get a girlfriend and be open about my feelings and desires,,,,,,7,7,9,,,,,9,10,,,,,,4,Yes,Never,I am,21,Male,,Undergraduate degree (BA/BSc/other),no,IChing,false,false,false,,,,,false,false,,,,,
2021-08-21 16:11:58,2021-08-21 16:25:49,IP Address,72.143.210.123,100,830,True,2021-08-21 16:25:49,R_1dF6eL2LTLvUqhO,,,,,45.482696533203125,-73.6446990966796875,anonymous,EN,6107fa36cbeb6206ac22ad83,Yes,,3,,41.38,87.901,92.272,3,I have no friends.,Yes,Bumble,Bars,Tumblr,Work,Conventions,Clubs,,3,1,3,4,6,5,,,,,,0,0,141.505,0,7.351,72.722,74.176,5,"I’m not making a hard enough effort to be sociable. I am actively keeping myself lonely with laziness. ",Yes,,,,,,,,"Actually download bumble and use it. ","Actually join a club. ","Be more social at work. ","Search online for new things to experience in the town I live in. ",,,,4,1,3,4,7,7,,3,7,5,9,,,,4,Yes,1-10 times,I am,27,Female,,High school diploma/A-levels,yes,IChing,false,false,false,false,false,false,,false,false,false,false,,,
2021-08-21 16:19:43,2021-08-21 16:26:02,IP Address,89.152.14.112,100,379,True,2021-08-21 16:26:02,R_2ui2l6dFrP1sK2J,,,,,41.138397216796875,-8.6168060302734375,anonymous,EN,61170774ac0279df55dd786e,Yes,,,4,2.069,18.112,19.871,3,I don't know if my relationship is going anywhere,Yes,Try to love him,Break up,,,,,,4,6,,,,,,0,0,188.054,0,,,,,4.462,55.872,57.168,4,I don't know if me and my boyfriend are ever gonna love and respect eachother enough to make the relationship last,No,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,I am,24,Female,,High school diploma/A-levels,no,Control,false,false,,,,,,,,,,,,
2021-08-21 16:19:22,2021-08-21 16:26:06,IP Address,73.88.249.16,100,404,True,2021-08-21 16:26:07,R_SO7sGObIcfevW6d,,,,,36.1515045166015625,-86.79199981689453125,anonymous,EN,611bdabc7b32726c926c84b0,Yes,,3,,1.193,14.972,16.171,3,"My problem is that my friend is very upset and I do not know how to help her. ",Yes,ask her what is wrong,let her process on her own,give her emotional support,,,,,6,3,10,,,,,0,0,184.668,0,,,,,1.4,54.227,64.347,6,My friend is going through something that I do not know anything about or she doesn't want to talk about it. She needs support but it just depends in what way.,Yes,,,,,,,,combine them all,,,,,,,5,5,9,,,,,10,,,,,,,5,,,I am,20,Female,,Undergraduate degree (BA/BSc/other),yes,Control,false,false,false,,,,,false,,,,,,
2021-08-21 16:22:00,2021-08-21 16:26:28,IP Address,212.127.182.173,100,267,True,2021-08-21 16:26:28,R_22KcchdWi81xQJa,,,,,52.4976959228515625,6.1284942626953125,anonymous,EN,61117c734b7b910600093fe1,Yes,,,4,1.825,35.833,36.924,3,Had to betray my friends in order to get out of our toxic friendship,Yes,Talking to them,Ignoring them,,,,,,1,3,,,,,,,,,,0,0,2.862,0,5.5,42.488,43.607,2,I had to betray friends who never understood me in order to get out of a friendship I was too afraid to cut off,Yes,,,,,,,,Completely let them go,,,,,,,1,3,,,,,,10,,,,,,,5,Yes,1-10 times,I am,18,Female,,High school diploma/A-levels,no,IChing,false,false,,,,,,false,,,,,,
2021-08-21 16:19:55,2021-08-21 16:26:44,IP Address,73.255.117.136,100,408,True,2021-08-21 16:26:44,R_1mypDFMDNuOjwy4,,,,,29.6009063720703125,-95.2239990234375,anonymous,EN,611c32526e4eee8e700c8911,Yes,,,5,2.001,61.637,62.959,6,One of the problems that I am facing is social anxiety every time I go out in public or have to engage in social interactions with others.,Yes,"Exposure therapy ",Seeking professional help,medications,The 3 rule method,,,,9,5,7,6,,,,,,,,52.909,52.909,56.929,1,17.609,56.57,57.879,4,"One of my problems is social anxiety which can be solved in a variety of ways. ",No,9,6,5,3,,,,,,,,,,,,,,,,,,,,,,,,,5,Yes,1-10 times,I am,18,Female,,Technical/community college,no,IChing,false,false,false,false,,,,,,,,,,
2021-08-21 16:18:55,2021-08-21 16:26:55,IP Address,189.174.238.209,100,479,True,2021-08-21 16:26:55,R_ZsCyDYOaTDLqDfP,,,,,20.6345977783203125,-87.0695037841796875,anonymous,EN,61187629b27a573571a7262a,No,Yes,,4,0.979,48.104,49.062,7,"I’ve been having a tough time deciding what’s next in life, I’m getting to the end of my major and I still can’t figure out what to do for work or life in general. ",Yes,"Work for my dad in photography, which I don’t really like ","Work with my mom in real state, which I don’t understand ",Start a masters and avoid having to figure out what’s next,Believe in myself and start any of the business ideas I’ve had in mind and work hard but be happy,Find any job that pays the rent and on my free time do the things I like,"Volunteer in one of those websites where you don’t get paid but you don’t pay anything and travel around the world ",,4,2,8,7,8,4,,,,,,6.564,6.564,29.419,1,5.227,37.417,39.736,5,Not knowing what to do with my life but maybe deep down I know what I want to do I just want people to make the decisions for me,Yes,,,,,,,,"Move back with my mom and work in a restaurant nearby ","Move back with my dad and work in a restaurant nearby ",Ask my sister if I can work for her or if she has any job opportunities,Move to a different country and start from 0,,,,5,1,8,8,9,2,,4,4,1,3,,,,5,Yes,1-10 times,I am,24,Female,,Don't know / not applicable,no,IChing,false,false,false,false,false,false,,false,false,false,false,,,
2021-08-21 16:21:30,2021-08-21 16:27:03,IP Address,87.115.243.124,100,332,True,2021-08-21 16:27:03,R_x2ZeGLvSSrUW2DD,,,,,54.5709991455078125,-1.3159942626953125,anonymous,EN,5f64eadd77c78d0220c4a92c@email.prolific.co,Yes,,5,,8.877,71.891,72.633,3,My son is getting divorced and it’s quite messy. I am worried about the children,No,,,,,,,,,,,,,,,,,,,6.165,13.804,14.529,2,16.287,136.818,137.528,4,"Son getting divorced worried about the children. 
Why can’t everyone get on",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,No,Never,I am,62,Female,,Secondary education (e.g. GED/GCSE),yes,IChing,,,,,,,,,,,,,,
